"sales_id","order_id","order_date","year","month","month_name","quarter","year_month","product_id","product_name","category","customer_id","customer_name","segment","region_id","region_name","country","units","sales_amount","cost_amount","profit_margin"
"4153","CA-2017-106068","2017-10-23",2017,10,"Oct",4,"2017-10","TEC-AC-10002942","WD My Passport Ultra 1TB Portable External Hard Drive","Technology","RB-19330","Randy Bradley","Consumer","REG-CENTRAL","Central","United States",1,"55.20","57.27","-0.03750000000000000000"
"4154","CA-2017-106068","2017-10-23",2017,10,"Oct",4,"2017-10","OFF-ST-10002344","Carina 42""Hx23 3/4""W Media Storage Unit","Office Supplies","RB-19330","Randy Bradley","Consumer","REG-CENTRAL","Central","United States",4,"259.14","317.44","-0.22497491703326387281"
"4155","CA-2017-100160","2017-09-07",2017,9,"Sep",3,"2017-09","OFF-LA-10002475","Avery 519","Office Supplies","CB-12025","Cassandra Brandow","Consumer","REG-EAST","East","United States",5,"29.24","19.37","0.33755129958960328317"
"4156","CA-2017-100160","2017-09-07",2017,9,"Sep",3,"2017-09","OFF-PA-10003072","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","Office Supplies","CB-12025","Cassandra Brandow","Consumer","REG-EAST","East","United States",3,"15.55","10.11","0.34983922829581993569"
"4157","CA-2017-100160","2017-09-07",2017,9,"Sep",3,"2017-09","OFF-EN-10001509","Poly String Tie Envelopes","Office Supplies","CB-12025","Cassandra Brandow","Consumer","REG-EAST","East","United States",3,"4.90","3.24","0.33877551020408163265"
"4158","CA-2016-139689","2016-12-29",2016,12,"Dec",4,"2016-12","OFF-BI-10004781","GBC Wire Binding Strips","Office Supplies","MP-17965","Michael Paige","Corporate","REG-SOUTH","South","United States",4,"38.09","66.02","-0.73326332370700971384"
"4159","CA-2016-139689","2016-12-29",2016,12,"Dec",4,"2016-12","OFF-BI-10000145","Zipper Ring Binder Pockets","Office Supplies","MP-17965","Michael Paige","Corporate","REG-SOUTH","South","United States",3,"2.81","4.77","-0.69750889679715302491"
"4160","CA-2015-101091","2015-12-05",2015,12,"Dec",4,"2015-12","TEC-AC-10003280","Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","SW-20245","Scot Wooten","Consumer","REG-EAST","East","United States",2,"47.98","47.38","0.01250521050437682368"
"4161","CA-2015-101091","2015-12-05",2015,12,"Dec",4,"2015-12","OFF-BI-10001107","GBC White Gloss Covers, Plain Front","Office Supplies","SW-20245","Scot Wooten","Consumer","REG-EAST","East","United States",6,"26.06","46.05","-0.76707597851112816577"
"4162","CA-2014-126907","2014-11-01",2014,11,"Nov",4,"2014-11","OFF-PA-10000533","Southworth Parchment Paper & Envelopes","Office Supplies","SM-20950","Suzanne McNair","Corporate","REG-CENTRAL","Central","United States",3,"15.70","10.59","0.32547770700636942675"
"4163","US-2016-164588","2016-04-16",2016,4,"Apr",2,"2016-04","OFF-AR-10003056","Newell 341","Office Supplies","AP-10915","Arthur Prichep","Consumer","REG-SOUTH","South","United States",3,"12.84","9.12","0.28971962616822429907"
"4164","CA-2017-115546","2017-05-14",2017,5,"May",2,"2017-05","TEC-PH-10002834","Google Nexus 5","Technology","AH-10465","Amy Hunt","Consumer","REG-EAST","East","United States",3,"539.97","404.98","0.24999537011315443451"
"4165","CA-2017-115546","2017-05-14",2017,5,"May",2,"2017-05","OFF-ST-10002214","X-Rack File for Hanging Folders","Office Supplies","AH-10465","Amy Hunt","Consumer","REG-EAST","East","United States",2,"22.58","16.71","0.25996457041629760850"
"4166","CA-2015-163587","2015-03-14",2015,3,"Mar",1,"2015-03","OFF-LA-10004484","Avery 476","Office Supplies","EP-13915","Emily Phan","Consumer","REG-EAST","East","United States",4,"16.52","8.92","0.46004842615012106538"
"4167","CA-2015-163587","2015-03-14",2015,3,"Mar",1,"2015-03","OFF-BI-10003091","GBC DocuBind TL200 Manual Binding Machine","Office Supplies","EP-13915","Emily Phan","Consumer","REG-EAST","East","United States",3,"671.94","356.13","0.46999732118939190999"
"4168","US-2017-106131","2017-01-14",2017,1,"Jan",1,"2017-01","TEC-AC-10003027","Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","Technology","TP-21565","Tracy Poddar","Corporate","REG-WEST","West","United States",7,"169.06","183.86","-0.08754288418313024962"
"4169","US-2017-106131","2017-01-14",2017,1,"Jan",1,"2017-01","OFF-ST-10003638","Mobile Personal File Cube","Office Supplies","TP-21565","Tracy Poddar","Corporate","REG-WEST","West","United States",9,"168.62","153.87","0.08747479539793618788"
"4170","CA-2015-160213","2015-03-08",2015,3,"Mar",1,"2015-03","OFF-PA-10003848","Xerox 1997","Office Supplies","AR-10825","Anthony Rawles","Corporate","REG-EAST","East","United States",3,"19.44","10.11","0.47993827160493827160"
"4171","CA-2014-157924","2014-10-11",2014,10,"Oct",4,"2014-10","OFF-ST-10002352","Iris Project Case","Office Supplies","HA-14920","Helen Andreada","Consumer","REG-WEST","West","United States",4,"31.92","23.62","0.26002506265664160401"
"4172","CA-2014-157924","2014-10-11",2014,10,"Oct",4,"2014-10","FUR-CH-10000229","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","Furniture","HA-14920","Helen Andreada","Consumer","REG-WEST","West","United States",2,"433.57","498.60","-0.14998731462047650898"
"4173","CA-2015-100216","2015-04-13",2015,4,"Apr",2,"2015-04","OFF-PA-10000788","Xerox 210","Office Supplies","HJ-14875","Heather Jas","Home Office","REG-WEST","West","United States",6,"31.10","20.22","0.34983922829581993569"
"4174","CA-2015-100216","2015-04-13",2015,4,"Apr",2,"2015-04","OFF-PA-10002968","Xerox 1973","Office Supplies","HJ-14875","Heather Jas","Home Office","REG-WEST","West","United States",3,"54.82","37.00","0.32506384531192995257"
"4175","CA-2017-100601","2017-11-16",2017,11,"Nov",4,"2017-11","OFF-ST-10002486","Eldon Shelf Savers Cubes and Bins","Office Supplies","JK-15370","Jay Kimmel","Consumer","REG-WEST","West","United States",7,"48.86","47.88","0.02005730659025787966"
"4176","CA-2016-152163","2016-07-01",2016,7,"Jul",3,"2016-07","OFF-BI-10002215","Wilson Jones Hanging View Binder, White, 1""","Office Supplies","JF-15355","Jay Fein","Consumer","REG-SOUTH","South","United States",2,"14.20","7.67","0.45985915492957746479"
"4177","CA-2016-152163","2016-07-01",2016,7,"Jul",3,"2016-07","OFF-PA-10000788","Xerox 210","Office Supplies","JF-15355","Jay Fein","Consumer","REG-SOUTH","South","United States",2,"12.96","6.74","0.47993827160493827160"
"4178","CA-2016-152163","2016-07-01",2016,7,"Jul",3,"2016-07","OFF-BI-10003364","Binding Machine Supplies","Office Supplies","JF-15355","Jay Fein","Consumer","REG-SOUTH","South","United States",2,"58.34","30.34","0.47994514912581419266"
"4179","CA-2015-154340","2015-11-29",2015,11,"Nov",4,"2015-11","OFF-AR-10003582","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Office Supplies","EK-13795","Eileen Kiefer","Home Office","REG-WEST","West","United States",2,"56.30","40.54","0.27992895204262877442"
"4180","CA-2014-128846","2014-04-07",2014,4,"Apr",2,"2014-04","TEC-PH-10003273","AT&T TR1909W","Technology","RS-19765","Roland Schwarz","Corporate","REG-SOUTH","South","United States",5,"629.95","466.16","0.26000476228272085086"
"4181","CA-2014-128846","2014-04-07",2014,4,"Apr",2,"2014-04","OFF-PA-10000100","Xerox 1945","Office Supplies","RS-19765","Roland Schwarz","Corporate","REG-SOUTH","South","United States",3,"122.97","62.71","0.49003822070423680572"
"4182","CA-2016-148593","2016-06-16",2016,6,"Jun",2,"2016-06","OFF-PA-10001776","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies","BD-11320","Bill Donatelli","Consumer","REG-WEST","West","United States",5,"46.35","24.57","0.46990291262135922330"
"4183","US-2017-119039","2017-03-06",2017,3,"Mar",1,"2017-03","OFF-BI-10004182","Economy Binders","Office Supplies","BF-11170","Ben Ferrer","Home Office","REG-WEST","West","United States",9,"14.98","9.55","0.36248331108144192256"
"4184","CA-2017-128426","2017-10-07",2017,10,"Oct",4,"2017-10","OFF-BI-10000756","Storex DuraTech Recycled Plastic Frosted Binders","Office Supplies","JK-15730","Joe Kamberova","Consumer","REG-CENTRAL","Central","United States",5,"4.24","10.60","-1.5000000000000000"
"4185","US-2017-136868","2017-10-06",2017,10,"Oct",4,"2017-10","TEC-AC-10001539","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","Technology","CR-12820","Cyra Reiten","Home Office","REG-EAST","East","United States",4,"319.96","204.77","0.36001375171896487061"
"4186","US-2017-136868","2017-10-06",2017,10,"Oct",4,"2017-10","OFF-PA-10002377","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","Office Supplies","CR-12820","Cyra Reiten","Home Office","REG-EAST","East","United States",3,"17.04","9.37","0.45011737089201877934"
"4187","US-2017-136868","2017-10-06",2017,10,"Oct",4,"2017-10","OFF-ST-10000991","Space Solutions HD Industrial Steel Shelving.","Office Supplies","CR-12820","Cyra Reiten","Home Office","REG-EAST","East","United States",3,"344.91","334.56","0.03000782812907715056"
"4188","CA-2016-143749","2016-12-05",2016,12,"Dec",4,"2016-12","FUR-BO-10002853","O'Sullivan 5-Shelf Heavy-Duty Bookcases","Furniture","AG-10300","Aleksandra Gannaway","Corporate","REG-EAST","East","United States",1,"81.94","61.46","0.24993897974127410300"
"4189","CA-2016-111493","2016-10-21",2016,10,"Oct",4,"2016-10","TEC-AC-10004510","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","CM-12160","Charles McCrossin","Consumer","REG-EAST","East","United States",6,"98.16","88.34","0.10004074979625101874"
"4190","CA-2017-112536","2017-05-18",2017,5,"May",2,"2017-05","OFF-BI-10003712","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","Office Supplies","SG-20890","Susan Gilcrest","Corporate","REG-CENTRAL","Central","United States",7,"6.87","17.53","-1.5516739446870451"
"4191","CA-2017-112536","2017-05-18",2017,5,"May",2,"2017-05","OFF-BI-10002571","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","Office Supplies","SG-20890","Susan Gilcrest","Corporate","REG-CENTRAL","Central","United States",1,"2.00","5.29","-1.6450000000000000"
"4192","CA-2017-112536","2017-05-18",2017,5,"May",2,"2017-05","OFF-ST-10004835","Plastic Stacking Crates & Casters","Office Supplies","SG-20890","Susan Gilcrest","Corporate","REG-CENTRAL","Central","United States",2,"8.93","8.26","0.07502799552071668533"
"4193","CA-2016-157714","2016-09-26",2016,9,"Sep",3,"2016-09","OFF-PA-10004022","Hammermill Color Copier Paper (28Lb. and 96 Bright)","Office Supplies","CS-12175","Charles Sheldon","Corporate","REG-CENTRAL","Central","United States",1,"9.99","5.49","0.45045045045045045045"
"4194","CA-2017-166709","2017-11-17",2017,11,"Nov",4,"2017-11","TEC-CO-10004722","Canon imageCLASS 2200 Advanced Copier","Technology","HL-15040","Hunter Lopez","Consumer","REG-EAST","East","United States",3,"10499.97","5459.98","0.48000041904881632995"
"4195","CA-2015-129392","2015-07-08",2015,7,"Jul",3,"2015-07","OFF-PA-10004248","Xerox 1990","Office Supplies","DM-13015","Darrin Martin","Consumer","REG-CENTRAL","Central","United States",5,"21.12","14.52","0.31250000000000000000"
"4196","CA-2015-150875","2015-11-16",2015,11,"Nov",4,"2015-11","FUR-TA-10000577","Bretford CR4500 Series Slim Rectangular Table","Furniture","HK-14890","Heather Kirkland","Corporate","REG-WEST","West","United States",2,"696.42","536.24","0.23000488211136957583"
"4197","CA-2015-150875","2015-11-16",2015,11,"Nov",4,"2015-11","TEC-PH-10001254","Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology","HK-14890","Heather Kirkland","Corporate","REG-WEST","West","United States",3,"304.78","281.92","0.07500492158278102238"
"4198","CA-2015-154200","2015-06-18",2015,6,"Jun",2,"2015-06","OFF-AR-10001044","BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","BG-11740","Bruce Geld","Consumer","REG-WEST","West","United States",2,"51.98","36.91","0.28991919969218930358"
"4199","CA-2016-124233","2016-04-08",2016,4,"Apr",2,"2016-04","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","Furniture","CK-12595","Clytie Kelty","Consumer","REG-WEST","West","United States",5,"24.70","14.33","0.41983805668016194332"
"4200","US-2015-134271","2015-04-18",2015,4,"Apr",2,"2015-04","OFF-LA-10004093","Avery 486","Office Supplies","RF-19735","Roland Fjeld","Consumer","REG-EAST","East","United States",3,"21.93","11.62","0.47013223894208846329"
"4201","US-2016-161683","2016-12-03",2016,12,"Dec",4,"2016-12","OFF-AP-10000179","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","Office Supplies","CJ-12010","Caroline Jumper","Consumer","REG-EAST","East","United States",4,"394.82","301.05","0.23750063319993921281"
"4202","US-2016-161683","2016-12-03",2016,12,"Dec",4,"2016-12","OFF-BI-10001072","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack","Office Supplies","CJ-12010","Caroline Jumper","Consumer","REG-EAST","East","United States",4,"18.19","32.75","-0.80043980208905992303"
"4203","CA-2015-143105","2015-12-10",2015,12,"Dec",4,"2015-12","OFF-LA-10004093","Avery 486","Office Supplies","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",1,"7.31","3.87","0.47058823529411764706"
"4204","CA-2015-143105","2015-12-10",2015,12,"Dec",4,"2015-12","TEC-CO-10002095","Hewlett Packard 610 Color Digital Copier / Printer","Technology","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",2,"799.98","549.99","0.31249531238280957024"
"4205","CA-2015-143105","2015-12-10",2015,12,"Dec",4,"2015-12","OFF-PA-10002713","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","Office Supplies","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",6,"41.28","22.29","0.46002906976744186047"
"4206","CA-2015-143105","2015-12-10",2015,12,"Dec",4,"2015-12","OFF-PA-10002254","Xerox 1883","Office Supplies","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",7,"184.66","99.72","0.45998050471136142099"
"4207","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","OFF-AR-10001683","Lumber Crayons","Office Supplies","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",5,"49.25","30.54","0.37989847715736040609"
"4208","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","OFF-PA-10002195","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Office Supplies","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",2,"10.16","5.38","0.47047244094488188976"
"4209","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","FUR-FU-10002364","Eldon Expressions Wood Desk Accessories, Oak","Furniture","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",2,"14.76","10.48","0.28997289972899728997"
"4210","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","OFF-BI-10004001","GBC Recycled VeloBinder Covers","Office Supplies","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",2,"34.08","18.40","0.46009389671361502347"
"4211","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","FUR-FU-10000023","Eldon Wave Desk Accessories","Furniture","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",3,"17.67","9.90","0.43972835314091680815"
"4212","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","FUR-CH-10002320","Hon Pagoda Stacking Chairs","Furniture","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",5,"1604.90","1123.43","0.30000000000000000000"
"4213","CA-2014-145387","2014-10-31",2014,10,"Oct",4,"2014-10","FUR-TA-10003238","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","Furniture","AM-10705","Anne McFarland","Consumer","REG-EAST","East","United States",1,"385.69","446.29","-0.15712100391506131868"
"4214","CA-2017-109715","2017-12-09",2017,12,"Dec",4,"2017-12","OFF-PA-10004965","Xerox 1921","Office Supplies","AH-10585","Angele Hood","Consumer","REG-CENTRAL","Central","United States",2,"15.98","10.99","0.31226533166458072591"
"4215","CA-2014-166457","2014-05-05",2014,5,"May",2,"2014-05","OFF-PA-10003016","Adams ""While You Were Out"" Message Pads","Office Supplies","PF-19120","Peter Fuller","Consumer","REG-SOUTH","South","United States",3,"9.42","5.18","0.45010615711252653928"
"4216","CA-2014-166457","2014-05-05",2014,5,"May",2,"2014-05","OFF-AR-10003651","Newell 350","Office Supplies","PF-19120","Peter Fuller","Consumer","REG-SOUTH","South","United States",2,"6.56","4.66","0.28963414634146341463"
"4217","CA-2014-166457","2014-05-05",2014,5,"May",2,"2014-05","OFF-PA-10001363","Xerox 1933","Office Supplies","PF-19120","Peter Fuller","Consumer","REG-SOUTH","South","United States",2,"24.56","13.02","0.46986970684039087948"
"4218","CA-2016-164637","2016-03-04",2016,3,"Mar",1,"2016-03","OFF-BI-10003876","Green Canvas Binder for 8-1/2"" x 14"" Sheets","Office Supplies","RD-19480","Rick Duston","Consumer","REG-CENTRAL","Central","United States",3,"128.40","64.20","0.50000000000000000000"
"4219","CA-2014-103590","2014-11-30",2014,11,"Nov",4,"2014-11","OFF-EN-10004007","Park Ridge Embossed Executive Business Envelopes","Office Supplies","JL-15505","Jeremy Lonsdale","Consumer","REG-EAST","East","United States",4,"62.28","33.01","0.46997430956968529223"
"4220","CA-2015-111234","2015-02-18",2015,2,"Feb",1,"2015-02","OFF-LA-10002271","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","AB-10600","Ann Blume","Corporate","REG-WEST","West","United States",3,"9.24","4.80","0.48051948051948051948"
"4221","CA-2017-149881","2017-04-01",2017,4,"Apr",2,"2017-04","FUR-BO-10003894","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Furniture","NC-18535","Nick Crebassa","Corporate","REG-WEST","West","United States",8,"482.66","397.49","0.17645961960800563544"
"4222","CA-2017-149881","2017-04-01",2017,4,"Apr",2,"2017-04","TEC-MA-10000418","Cubify CubeX 3D Printer Double Head Print","Technology","NC-18535","Nick Crebassa","Corporate","REG-WEST","West","United States",2,"4799.98","4439.99","0.07499822915928816370"
"4223","CA-2017-134565","2017-06-11",2017,6,"Jun",2,"2017-06","OFF-PA-10004243","Xerox 1939","Office Supplies","TB-21400","Tom Boeckenhauer","Consumer","REG-WEST","West","United States",2,"37.94","19.73","0.47996837111228255140"
"4224","CA-2017-134565","2017-06-11",2017,6,"Jun",2,"2017-06","OFF-BI-10001759","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","TB-21400","Tom Boeckenhauer","Consumer","REG-WEST","West","United States",6,"18.29","11.66","0.36249316566429743029"
"4225","CA-2017-134565","2017-06-11",2017,6,"Jun",2,"2017-06","TEC-MA-10001570","Cisco Desktop Collaboration Experience DX650 IP Video Phone","Technology","TB-21400","Tom Boeckenhauer","Consumer","REG-WEST","West","United States",5,"385.80","255.59","0.33750648004147226542"
"4226","CA-2017-134565","2017-06-11",2017,6,"Jun",2,"2017-06","OFF-ST-10004804","Belkin 19"" Vented Equipment Shelf, Black","Office Supplies","TB-21400","Tom Boeckenhauer","Consumer","REG-WEST","West","United States",2,"102.96","101.93","0.01000388500388500389"
"4227","CA-2017-134565","2017-06-11",2017,6,"Jun",2,"2017-06","FUR-BO-10001519","O'Sullivan 3-Shelf Heavy-Duty Bookcases","Furniture","TB-21400","Tom Boeckenhauer","Consumer","REG-WEST","West","United States",3,"174.42","132.56","0.23999541337002637312"
"4228","CA-2016-108644","2016-09-30",2016,9,"Sep",3,"2016-09","OFF-BI-10000343","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Office Supplies","SJ-20215","Sarah Jordon","Consumer","REG-CENTRAL","Central","United States",2,"1.96","5.20","-1.6530612244897959"
"4229","US-2014-102631","2014-12-13",2014,12,"Dec",4,"2014-12","FUR-FU-10003930","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","EB-13840","Ellis Ballard","Corporate","REG-CENTRAL","Central","United States",3,"94.43","136.92","-0.44996293550778354337"
"4230","CA-2017-120327","2017-11-11",2017,11,"Nov",4,"2017-11","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies","WB-21850","William Brown","Consumer","REG-CENTRAL","Central","United States",4,"45.92","24.34","0.46994773519163763066"
"4231","CA-2015-154970","2015-01-05",2015,1,"Jan",1,"2015-01","FUR-CH-10003396","Global Deluxe Steno Chair","Furniture","SR-20740","Steven Roelle","Home Office","REG-WEST","West","United States",1,"61.58","68.51","-0.11253653783696005196"
"4232","CA-2016-113803","2016-03-24",2016,3,"Mar",1,"2016-03","OFF-PA-10001994","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","Office Supplies","VG-21805","Vivek Grady","Corporate","REG-CENTRAL","Central","United States",1,"22.48","12.14","0.45996441281138790036"
"4233","CA-2017-100223","2017-07-05",2017,7,"Jul",3,"2017-07","FUR-FU-10003601","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","Furniture","LS-16945","Linda Southworth","Corporate","REG-CENTRAL","Central","United States",9,"332.03","680.66","-1.0499954823359335"
"4234","CA-2017-100223","2017-07-05",2017,7,"Jul",3,"2017-07","OFF-BI-10003429","Cardinal HOLDit! Binder Insert Strips,Extra Strips","Office Supplies","LS-16945","Linda Southworth","Corporate","REG-CENTRAL","Central","United States",9,"11.39","29.05","-1.5504828797190518"
"4235","CA-2017-100223","2017-07-05",2017,7,"Jul",3,"2017-07","OFF-PA-10000232","Xerox 1975","Office Supplies","LS-16945","Linda Southworth","Corporate","REG-CENTRAL","Central","United States",3,"15.55","9.91","0.36270096463022508039"
"4236","CA-2017-100223","2017-07-05",2017,7,"Jul",3,"2017-07","OFF-PA-10002195","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Office Supplies","LS-16945","Linda Southworth","Corporate","REG-CENTRAL","Central","United States",6,"31.10","19.83","0.36237942122186495177"
"4237","CA-2017-100223","2017-07-05",2017,7,"Jul",3,"2017-07","OFF-BI-10004492","Tuf-Vin Binders","Office Supplies","LS-16945","Linda Southworth","Corporate","REG-CENTRAL","Central","United States",1,"6.32","16.74","-1.6487341772151899"
"4238","CA-2014-168823","2014-09-21",2014,9,"Sep",3,"2014-09","OFF-PA-10004000","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Office Supplies","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",3,"11.35","7.24","0.36211453744493392070"
"4239","CA-2014-168823","2014-09-21",2014,9,"Sep",3,"2014-09","OFF-LA-10004425","Staple-on labels","Office Supplies","MA-17560","Matt Abelman","Home Office","REG-EAST","East","United States",9,"20.81","13.79","0.33733781835655934647"
"4240","CA-2016-162404","2016-07-23",2016,7,"Jul",3,"2016-07","OFF-BI-10000948","GBC Laser Imprintable Binding System Covers, Desert Sand","Office Supplies","NF-18475","Neil Französisch","Home Office","REG-CENTRAL","Central","United States",4,"11.42","30.25","-1.6488616462346760"
"4241","CA-2017-104024","2017-08-29",2017,8,"Aug",3,"2017-08","OFF-AR-10001972","Newell 323","Office Supplies","MD-17860","Michael Dominguez","Corporate","REG-EAST","East","United States",7,"9.41","8.70","0.07545164718384697131"
"4242","CA-2017-147144","2017-03-26",2017,3,"Mar",1,"2017-03","OFF-AR-10004587","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606","Office Supplies","MZ-17335","Maria Zettner","Home Office","REG-WEST","West","United States",1,"19.83","13.88","0.30005042864346949067"
"4243","CA-2017-158673","2017-12-29",2017,12,"Dec",4,"2017-12","OFF-PA-10000994","Xerox 1915","Office Supplies","KB-16600","Ken Brennan","Corporate","REG-CENTRAL","Central","United States",2,"209.70","109.04","0.48001907486886027659"
"4244","CA-2014-133704","2014-09-20",2014,9,"Sep",3,"2014-09","OFF-AP-10001366","Staple holder","Office Supplies","MA-17995","Michelle Arnett","Home Office","REG-WEST","West","United States",4,"43.92","32.06","0.27003642987249544627"
"4245","CA-2014-133704","2014-09-20",2014,9,"Sep",3,"2014-09","OFF-BI-10001636","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","MA-17995","Michelle Arnett","Home Office","REG-WEST","West","United States",3,"20.23","13.66","0.32476520019772614928"
"4246","CA-2016-159142","2016-04-04",2016,4,"Apr",2,"2016-04","TEC-PH-10001448","Anker Astro 15000mAh USB Portable Charger","Technology","ME-17320","Maria Etezadi","Home Office","REG-SOUTH","South","United States",3,"149.97","143.97","0.04000800160032006401"
"4247","CA-2016-159142","2016-04-04",2016,4,"Apr",2,"2016-04","OFF-PA-10001776","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies","ME-17320","Maria Etezadi","Home Office","REG-SOUTH","South","United States",3,"27.81","14.74","0.46997482919813016900"
"4248","CA-2014-138436","2014-03-26",2014,3,"Mar",1,"2014-03","TEC-AC-10002323","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology","JD-15895","Jonathan Doherty","Corporate","REG-WEST","West","United States",3,"66.30","57.68","0.13001508295625942685"
"4249","CA-2017-117702","2017-11-28",2017,11,"Nov",4,"2017-11","OFF-AR-10004582","BIC Brite Liner Grip Highlighters","Office Supplies","LS-16975","Lindsay Shagiari","Home Office","REG-EAST","East","United States",1,"1.64","0.90","0.45121951219512195122"
"4250","CA-2017-117702","2017-11-28",2017,11,"Nov",4,"2017-11","FUR-FU-10000576","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","Furniture","LS-16975","Lindsay Shagiari","Home Office","REG-EAST","East","United States",5,"1049.20","776.41","0.25999809378574151735"
"4251","CA-2017-117702","2017-11-28",2017,11,"Nov",4,"2017-11","FUR-FU-10004270","Eldon Image Series Desk Accessories, Burgundy","Furniture","LS-16975","Lindsay Shagiari","Home Office","REG-EAST","East","United States",5,"20.90","13.38","0.35980861244019138756"
"4252","CA-2016-157336","2016-12-01",2016,12,"Dec",4,"2016-12","OFF-BI-10004236","XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies","SJ-20500","Shirley Jackson","Consumer","REG-EAST","East","United States",6,"88.08","47.56","0.46003633060853769301"
"4253","CA-2016-157336","2016-12-01",2016,12,"Dec",4,"2016-12","FUR-CH-10004997","Hon Every-Day Series Multi-Task Chairs","Furniture","SJ-20500","Shirley Jackson","Consumer","REG-EAST","East","United States",4,"751.92","601.54","0.19999468028513671667"
"4254","CA-2014-168130","2014-09-19",2014,9,"Sep",3,"2014-09","FUR-CH-10000988","Hon Olson Stacker Stools","Furniture","BS-11365","Bill Shonely","Corporate","REG-EAST","East","United States",7,"887.10","709.68","0.20000000000000000000"
"4255","CA-2015-155068","2015-10-23",2015,10,"Oct",4,"2015-10","TEC-PH-10004897","Mediabridge Sport Armband iPhone 5s","Technology","RA-19285","Ralph Arnett","Consumer","REG-SOUTH","South","United States",7,"55.94","69.23","-0.23757597425813371469"
"4256","CA-2015-155068","2015-10-23",2015,10,"Oct",4,"2015-10","OFF-AR-10002656","Sanford Liquid Accent Highlighters","Office Supplies","RA-19285","Ralph Arnett","Consumer","REG-SOUTH","South","United States",2,"10.69","8.42","0.21234798877455565949"
"4257","CA-2015-155068","2015-10-23",2015,10,"Oct",4,"2015-10","TEC-PH-10004924","SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black","Technology","RA-19285","Ralph Arnett","Consumer","REG-SOUTH","South","United States",2,"11.82","10.79","0.08714043993231810491"
